"date","batted_balls","hard_hit","ground_balls","fly_balls","launch_speed_sum","launch_speed_n","launch_angle_sum","launch_angle_n","average_exit_velocity","average_launch_angle","hard_hit_rate","ground_ball_rate","fly_ball_rate","rolling_days","trend_method","source_through","generated_at_utc"
2026-04-08,8995,3557,3933,2366,789804.8,8942,116068,8944,88.3252963542832,12.9771914132379,0.39544191217343,0.437242912729294,0.263035019455253,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-09,8754,3450,3810,2291,768236.7,8708,113155,8711,88.2219453376206,12.9898978303295,0.394105551747772,0.435229609321453,0.261708933059173,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-10,9152,3636,3965,2396,803768.8,9101,118944,9103,88.3165366443248,13.0664616060639,0.39729020979021,0.433238636363636,0.261800699300699,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-11,9169,3652,3964,2418,806936.8,9128,118746,9130,88.4023663453111,13.0061336254107,0.398298614898026,0.432326316937507,0.263714690805977,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-12,9372,3726,4080,2458,824748.3,9331,121638,9333,88.3879862822849,13.0331083252973,0.397567221510883,0.435339308578745,0.262270593256509,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-13,9174,3692,3978,2412,808778.9,9136,119860,9138,88.5265871278459,13.116655723353,0.402441683017223,0.433616742969261,0.262916939175932,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-14,9247,3731,4055,2407,815149.9,9207,118692,9209,88.5358857391115,12.8886958410251,0.403482210446631,0.43852060127609,0.260300638044771,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-15,9257,3732,4069,2384,814847.3,9209,118006,9211,88.4837984580302,12.8114211269135,0.403154369666199,0.4395592524576,0.257534838500594,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-16,9607,3866,4220,2469,844811.9,9555,122284,9557,88.4156881214024,12.7952286282306,0.402414905797856,0.439263037368585,0.257000104090767,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-17,9701,3911,4249,2501,852754.9,9649,122689,9652,88.3775417141673,12.7112515540821,0.403154313988249,0.437996082878054,0.257808473353263,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-18,9781,3932,4249,2552,859715.2,9729,126442,9732,88.3662452461712,12.9923962186601,0.402003885083325,0.434413659135058,0.26091401697168,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-19,9704,3898,4185,2528,852712.5,9652,127401,9656,88.3456796518856,13.1939726594863,0.401690024732069,0.431265457543281,0.260511129431162,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-20,9575,3820,4125,2480,840689.1,9522,125359,9526,88.2891304347826,13.1596682762965,0.398955613577023,0.430809399477807,0.259007832898172,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-21,9618,3861,4129,2486,845394.1,9566,126822,9571,88.3748797825632,13.2506530143141,0.401434809731753,0.429299230609274,0.258473695154918,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-22,9660,3892,4114,2541,850713.1,9609,128099,9614,88.5329482776564,13.3242146869149,0.402898550724638,0.425879917184265,0.26304347826087,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-23,9814,3956,4193,2574,864844.5,9764,129570,9768,88.5748156493241,13.264742014742,0.403097615651111,0.427246790299572,0.262278377827593,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-24,9835,3974,4200,2587,867584.9,9785,130266,9789,88.6647828308636,13.3073858412504,0.404067107269954,0.427046263345196,0.263040162684291,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-25,9814,3985,4186,2599,865911,9764,129862,9768,88.6840434248259,13.2946355446355,0.406052577949868,0.426533523537803,0.264825759119625,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-26,9833,3976,4198,2619,867320,9782,129231,9786,88.6648947045594,13.2057020232986,0.404352689921692,0.426929726431404,0.26634801179701,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-27,9690,3894,4153,2571,853531.8,9639,127064,9643,88.549828820417,13.1768121953749,0.401857585139319,0.42858617131063,0.265325077399381,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-28,9699,3865,4134,2570,853269.2,9647,127537,9651,88.4491759096092,13.2149000103616,0.398494690174245,0.426229508196721,0.26497577069801,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-29,9605,3799,4081,2566,843716.2,9542,126878,9547,88.4213162858939,13.2898292657379,0.39552316501822,0.424882873503384,0.267152524726705,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-04-30,9689,3826,4106,2593,851345.8,9627,128458,9632,88.4331359717461,13.3365863787375,0.39488079265146,0.423779543812571,0.267623077716999,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-01,9673,3796,4113,2573,849865.7,9611,128650,9617,88.4263552179794,13.3773526047624,0.392432544195182,0.425204176573969,0.265998139150212,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-02,9630,3776,4101,2537,845695.5,9561,126988,9568,88.4526200188265,13.2721571906355,0.392107995846314,0.425856697819315,0.263447559709242,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-03,9644,3758,4140,2520,846319.7,9576,124860,9582,88.3792502088555,13.0306825297433,0.389672335130651,0.429282455412692,0.261302364164247,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-04,9698,3796,4153,2534,851703.5,9630,126039,9638,88.4427310488058,13.0772981946462,0.39142091152815,0.428232625283564,0.261290987832543,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-05,9590,3771,4115,2515,842469,9525,123635,9531,88.4481889763779,12.9718812296716,0.393222106360792,0.429092805005214,0.262252346193952,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-06,9533,3746,4118,2475,836554.9,9467,122491,9473,88.3653638956375,12.9305394278476,0.392950802475611,0.431973145914193,0.25962446239379,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-07,9587,3788,4145,2505,841386.7,9520,123472,9526,88.3809558823529,12.9615788368675,0.395118389485762,0.432356315844373,0.2612913320121,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-08,9551,3755,4147,2463,836632.7,9487,122446,9493,88.1872773268683,12.8985568313494,0.39315254947126,0.434195372212334,0.257878756151188,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-09,9512,3721,4138,2423,833108.9,9452,121815,9458,88.1410177740161,12.8795728483823,0.39119007569386,0.435029436501262,0.25473086627418,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-10,9449,3691,4108,2403,826526,9390,119943,9396,88.0219382321619,12.7653256704981,0.390623346385861,0.434755000529156,0.254312625674675,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-11,9338,3632,4056,2374,816860.4,9279,118149,9285,88.0332363401229,12.7247172859451,0.388948382951381,0.434354251445706,0.254230027843221,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-12,9339,3641,4026,2403,817919.8,9277,120608,9283,88.1664115554597,12.9923516104708,0.389870435806832,0.431095406360424,0.257308062961773,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-13,9445,3673,4073,2422,827626.2,9396,122135,9401,88.0828224776501,12.9917030103181,0.388883006881948,0.431233456855479,0.25643197458973,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-14,9390,3657,4060,2405,823009.9,9342,121391,9347,88.0978270177692,12.9871616561464,0.389456869009585,0.432374866879659,0.256123535676251,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-15,9408,3706,4066,2414,825922.8,9362,121966,9365,88.2207647938475,13.0235985050721,0.393920068027211,0.43218537414966,0.256590136054422,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-16,9419,3717,4054,2431,827641.7,9377,122441,9380,88.2629519035939,13.0534115138593,0.39462787981739,0.430406624907103,0.258095339207984,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-17,9451,3729,4047,2446,830772.5,9409,124219,9414,88.2955149325114,13.19513490546,0.394561422071738,0.428208655168765,0.25880859168342,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-18,9592,3776,4125,2490,842661.5,9551,125603,9554,88.2275677939483,13.1466401507222,0.393661384487073,0.430045871559633,0.259591326105088,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-19,9669,3770,4140,2506,848836.1,9622,128766,9625,88.218260236957,13.3782857142857,0.389905884786431,0.428172510083773,0.259178818905781,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-20,9691,3774,4090,2557,851097.7,9646,131676,9649,88.2332262077545,13.6465955021246,0.389433494995357,0.422041069033123,0.263853059539779,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-21,9492,3653,4006,2505,832597.7,9447,128696,9450,88.1335556261247,13.6186243386243,0.384850400337126,0.422039612305099,0.263906447534766,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-22,9471,3631,3985,2543,830888.4,9428,128987,9431,88.1298684768774,13.6769165517973,0.383380846795481,0.420758103684933,0.268503853869708,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-23,9443,3604,3959,2537,827144.2,9389,130153,9393,88.0971562466716,13.8563824124348,0.381658371280313,0.419252356242719,0.268664619294716,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-24,9462,3610,3967,2546,829333.9,9411,131316,9416,88.1238869408139,13.946049277825,0.381526104417671,0.419255971253435,0.269076305220884,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-25,9828,3750,4104,2667,861172.6,9775,138101,9781,88.0994987212276,14.1193129536857,0.381562881562882,0.417582417582418,0.271367521367521,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-26,9886,3787,4133,2690,866646.8,9840,138051,9846,88.0738617886179,14.0210237659963,0.383066963382561,0.418065951851103,0.27210196237103,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-27,9901,3825,4113,2689,869485,9858,138497,9866,88.2009535402719,14.0378066085546,0.386324613675386,0.415412584587415,0.271588728411272,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-28,9644,3721,4017,2623,846645.2,9603,134391,9611,88.1646568780589,13.9830402663615,0.385835752799668,0.416528411447532,0.271982579842389,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-29,9692,3703,4033,2655,849509.7,9646,134109,9655,88.0685983827493,13.890108751942,0.382067684688403,0.416116384647132,0.273937267849773,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-30,9696,3706,4019,2679,848899.3,9646,133587,9654,88.005318266639,13.8374766935985,0.382219471947195,0.414500825082508,0.276299504950495,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-05-31,9666,3678,3987,2693,845713.5,9613,133098,9621,87.9760220534693,13.8341128780792,0.380509000620732,0.412476722532588,0.278605421063522,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-01,9388,3565,3842,2618,820985.5,9333,129895,9341,87.9658737812065,13.9058987260465,0.379740093736685,0.409245845760545,0.278866638261611,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-02,9398,3576,3848,2625,821014.1,9346,129852,9354,87.8465760753263,13.8819756254009,0.380506490742711,0.409448818897638,0.279314747818685,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-03,9429,3596,3894,2590,823673.8,9374,127616,9383,87.867911243866,13.6007673451988,0.381376604093753,0.412981228125994,0.274684484038604,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-04,9598,3702,3939,2640,840246.2,9544,131494,9553,88.0392078792959,13.7646812519627,0.385705355282351,0.410397999583247,0.275057303604918,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-05,9656,3739,3949,2636,846159.1,9601,132400,9611,88.1323924591188,13.7758818021018,0.387220381110191,0.408968516984259,0.272990886495443,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-06,9666,3739,3978,2651,846898.4,9619,131040,9629,88.0443289323214,13.6088898120262,0.386819780674529,0.411545623836127,0.274260293813366,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-07,9684,3749,3961,2664,849157.3,9637,131567,9648,88.1142783023763,13.6367122719735,0.387133415943825,0.409025196199917,0.275092936802974,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-08,9436,3683,3871,2579,827815.1,9389,125621,9399,88.1686122057727,13.3653580168103,0.390313692242476,0.410237388724036,0.273314963967783,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-09,9444,3693,3882,2561,828590.6,9393,126139,9404,88.2136271691685,13.4133347511697,0.391041931385006,0.411054637865311,0.271177467174926,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-10,9463,3700,3904,2578,829376.7,9409,126263,9418,88.1471676054841,13.4065619027394,0.390996512733805,0.41255415830075,0.272429462115608,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-11,9542,3756,3925,2602,836786.8,9488,127901,9497,88.1942242833052,13.4675160577024,0.393628170194928,0.411339341857053,0.272689163697338,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-12,9458,3733,3862,2595,828854.5,9393,128410,9402,88.2417225593527,13.6577323973623,0.394692323958554,0.408331571156693,0.274370902939311,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-13,9440,3711,3897,2553,827095.6,9379,126661,9388,88.1859046806696,13.4917980400511,0.393114406779661,0.412817796610169,0.270444915254237,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-14,9436,3718,3941,2519,825908.4,9368,125298,9376,88.1627241673783,13.3636945392491,0.394022891055532,0.417655786350148,0.266956337431115,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-15,9462,3721,3971,2523,828256.5,9392,125451,9400,88.1874467632027,13.3458510638298,0.393257239484253,0.419678714859438,0.266645529486366,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-16,9447,3698,3983,2504,826271.7,9362,123263,9371,88.2580324716941,13.153665563974,0.391447020218059,0.421615327617233,0.265057690272044,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-17,9415,3665,3962,2518,822726.1,9327,123689,9337,88.2090811622172,13.2471886044768,0.389272437599575,0.420817843866171,0.26744556558683,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-18,9328,3615,3921,2495,814324,9240,122564,9250,88.130303030303,13.2501621621622,0.387542881646655,0.420347341337907,0.267474271012007,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-19,9278,3578,3912,2499,809184.2,9191,120702,9200,88.0409313458818,13.1197826086957,0.385643457641733,0.421642595386937,0.269346841991809,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-20,9307,3600,3893,2508,812267.6,9220,122265,9229,88.0984381778742,13.2479141835518,0.386805630170839,0.41828731062641,0.269474589019018,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-21,9265,3589,3892,2481,808025.3,9175,121012,9183,88.0681525885559,13.1778285963193,0.387371829465731,0.420075553157043,0.267781975175391,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-22,9416,3609,3951,2510,820736.7,9324,124313,9332,88.0240990990991,13.3211530218603,0.383283772302464,0.419604927782498,0.266567544604928,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-23,9355,3585,3900,2519,815266.8,9264,124981,9271,88.0037564766839,13.480854276777,0.383217530732229,0.416889363976483,0.269267771245323,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-24,9377,3588,3900,2517,817290.9,9285,125899,9292,88.0227140549273,13.5491820921223,0.382638370480964,0.415911272261917,0.268422736482884,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-25,9416,3574,3925,2523,820459.3,9325,125775,9332,87.9849115281501,13.4778182597514,0.379566694987256,0.416843670348343,0.267948173322005,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-26,9421,3562,3954,2507,821179.1,9346,125252,9352,87.8642306869249,13.3930710008554,0.378091497717864,0.41970066871882,0.266107631886212,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-27,9438,3576,3942,2524,823651.4,9366,127350,9372,87.9405722827248,13.5883482714469,0.378893833439288,0.417673235855054,0.267429540156813,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-28,9439,3589,3929,2540,824949.6,9379,128631,9384,87.9570956391939,13.7074808184143,0.380230956669139,0.416251721580676,0.269096302574425,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-29,9627,3640,3986,2608,840995.5,9568,131715,9574,87.8966868729097,13.7575725924379,0.378103251272463,0.414043835047263,0.270904747065545,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-06-30,9663,3670,3973,2656,845910.7,9618,134946,9624,87.9507901850696,14.0218204488778,0.37979923419228,0.411155955707337,0.274862879023078,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-01,9602,3679,3973,2618,841107.9,9561,132478,9566,87.972795732664,13.8488396403931,0.38314934388669,0.41376796500729,0.272651530931056,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-02,9698,3709,4033,2639,849442.5,9656,132062,9661,87.9704328914664,13.6695994203499,0.382449989688596,0.415858939987626,0.272117962466488,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-03,9663,3719,4028,2618,846604.3,9616,131712,9621,88.041212562396,13.6900530090427,0.38487012315016,0.416847769843734,0.270930352892476,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-04,9692,3724,4066,2623,848701.2,9637,131089,9641,88.0669502957352,13.5970335027487,0.384234420140322,0.419521254643005,0.270635575732563,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-05,9742,3715,4091,2640,852305.7,9684,132411,9687,88.011741016109,13.6689377516259,0.381338534181893,0.419934305070827,0.2709915828372,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-06,9612,3692,4026,2626,840974.2,9558,130848,9561,87.9864197530864,13.6855977408221,0.384103204327923,0.418851435705368,0.273200166458593,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-07,9684,3672,4103,2607,845799.2,9629,128705,9632,87.8387371481981,13.3622300664452,0.379182156133829,0.423688558446923,0.269206939281289,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-08,9631,3627,4101,2592,841028.4,9580,126579,9583,87.7900208768267,13.2087029114056,0.376596407434327,0.425812480531617,0.269130931367459,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-09,9860,3738,4208,2656,861280,9807,128249,9810,87.8229835831549,13.0732925586137,0.379107505070994,0.426774847870183,0.269371196754564,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-10,9830,3741,4211,2631,859472.5,9778,127101,9781,87.8985988954797,12.9946835701871,0.380569684638861,0.428382502543235,0.2676500508647,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-11,9829,3739,4206,2633,859642.3,9777,127552,9781,87.9249565306331,13.0407933749105,0.380404924203886,0.427917387323227,0.267880761013328,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-12,9813,3718,4204,2631,858397.1,9760,125527,9764,87.9505225409836,12.8561040557149,0.378885152348925,0.4284112911444,0.268113726689086,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-16,7198,2726,3108,1897,628877.1,7156,91327,7157,87.8810927892677,12.7605141819198,0.378716310086135,0.431786607390942,0.263545429285913,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
2026-07-17,7228,2733,3117,1919,631360,7192,92458,7193,87.7864293659622,12.8538857222299,0.378112894299945,0.431239623685667,0.265495296070836,14,"calendar_day_rolling_batted_ball_shape_v1","2026-08-16","2026-08-17 10:32:30 UTC"
