"date","pa","ab","hits","home_runs","walks","strikeouts","total_bases","batted_balls","hard_hit","batting_average","slugging_percentage","home_run_rate","strikeout_rate","walk_rate","hard_hit_rate","rolling_days","trend_method","source_through","generated_at_utc"
2026-04-08,13698,12086,2823,337,1337,3188,4482,8995,3557,0.233576038391527,0.370842296872414,0.0246021316980581,0.232734705796467,0.0976054898525332,0.39544191217343,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-09,13307,11737,2714,311,1298,3082,4287,8754,3450,0.231234557382636,0.365255175939337,0.0233711580371233,0.231607424663711,0.0975426467272864,0.394105551747772,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-10,13843,12210,2844,328,1337,3166,4497,9152,3636,0.232923832923833,0.368304668304668,0.0236942859206819,0.228707650075851,0.0965831105974139,0.39729020979021,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-11,13819,12176,2845,336,1345,3112,4538,9169,3652,0.233656373193167,0.372700394218134,0.024314349808235,0.22519719227151,0.0973297633692742,0.398298614898026,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-12,14042,12378,2908,343,1353,3119,4623,9372,3726,0.234932945548554,0.373485215705284,0.0244267198404786,0.222119356217063,0.0963537957555904,0.397567221510883,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-13,13726,12079,2875,352,1335,3021,4592,9174,3692,0.238016392085438,0.380163920854375,0.0256447617659915,0.220093253679149,0.0972606731749964,0.402441683017223,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-14,13822,12153,2906,357,1346,3026,4641,9247,3731,0.239117913272443,0.381881017032831,0.0258283895239473,0.21892634929822,0.0973809868325857,0.403482210446631,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-15,13816,12134,2915,364,1354,3001,4681,9257,3732,0.240234053074007,0.385775506840283,0.0263462651997684,0.217211928199189,0.0980023161551824,0.403154369666199,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-16,14358,12604,3032,370,1406,3126,4840,9607,3866,0.240558552840368,0.384005077753094,0.0257696057946789,0.217718345173422,0.0979245020197799,0.402414905797856,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-17,14465,12690,3063,371,1413,3121,4879,9701,3911,0.241371158392435,0.384475965327029,0.0256481161424127,0.215762184583477,0.0976840649844452,0.403154313988249,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-18,14529,12760,3079,389,1402,3122,4948,9781,3932,0.241300940438871,0.387774294670846,0.0267740381306353,0.214880583660266,0.0964966618487164,0.402003885083325,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-19,14417,12693,3059,386,1363,3122,4918,9704,3898,0.24099897581344,0.387457653824943,0.026773947423181,0.216549906360547,0.0945411666782271,0.401690024732069,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-20,14235,12527,3024,379,1341,3094,4842,9575,3820,0.241398579069211,0.386525105771533,0.0266245170354759,0.217351598173516,0.094204425711275,0.398955613577023,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-21,14269,12533,3046,393,1364,3057,4913,9618,3861,0.243038378680284,0.39200510651879,0.027542224402551,0.214240661574042,0.0955918424556731,0.401434809731753,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-22,14246,12560,3083,418,1329,3039,5023,9660,3892,0.24546178343949,0.399920382165605,0.0293415695633862,0.213323038045767,0.0932893443773691,0.402898550724638,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-23,14482,12782,3164,439,1341,3107,5172,9814,3956,0.247535596933187,0.404631513065248,0.0303134926115177,0.214542190305206,0.0925977074989642,0.403097615651111,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-24,14450,12771,3197,455,1331,3072,5249,9835,3974,0.250332785216506,0.411009317986062,0.0314878892733564,0.212595155709343,0.0921107266435986,0.404067107269954,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-25,14418,12746,3228,459,1309,3078,5295,9814,3985,0.253255923426957,0.415424446885297,0.0318352059925094,0.213483146067416,0.090789291163823,0.406052577949868,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-26,14456,12801,3203,461,1306,3102,5290,9833,3976,0.250214826966643,0.413248964924615,0.0318898727172108,0.214582180409519,0.0903431101272828,0.404352689921692,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-27,14254,12629,3126,443,1285,3068,5149,9690,3894,0.247525536463695,0.407712407949956,0.0310789953697208,0.215237827978111,0.0901501332959169,0.401857585139319,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-28,14262,12645,3122,436,1274,3072,5132,9699,3865,0.246896006326611,0.405852115460656,0.0305707474407516,0.215397559949516,0.089328284953022,0.398494690174245,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-29,14133,12536,3103,428,1267,3054,5070,9605,3799,0.24752712188896,0.404435226547543,0.0302837331069129,0.216090002122692,0.0896483407627538,0.39552316501822,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-04-30,14223,12623,3133,434,1278,3058,5128,9689,3826,0.248197734294542,0.406242573080884,0.0305139562680166,0.215003866976025,0.0898544610841595,0.39488079265146,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-01,14203,12612,3128,436,1279,3058,5123,9673,3796,0.24801776086267,0.406200444021567,0.0306977399141027,0.215306625360839,0.090051397592058,0.392432544195182,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-02,14134,12568,3138,427,1266,3048,5111,9630,3776,0.249681731381286,0.406667727562062,0.0302108391113627,0.215650205179001,0.0895712466393095,0.392107995846314,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-03,14108,12544,3151,424,1263,3020,5107,9644,3758,0.251195790816327,0.407126913265306,0.0300538701445988,0.214062943011058,0.0895236745109158,0.389672335130651,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-04,14188,12650,3169,429,1252,3061,5144,9698,3796,0.250513833992095,0.406640316205534,0.0302368198477587,0.21574570059205,0.0882435861291232,0.39142091152815,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-05,13995,12514,3124,428,1204,3031,5088,9590,3771,0.249640402748921,0.406584625219754,0.0305823508395856,0.216577349053233,0.0860307252590211,0.393222106360792,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-06,13983,12475,3070,422,1223,3049,5016,9533,3746,0.246092184368737,0.402084168336673,0.0301795036830437,0.218050489880569,0.0874633483515698,0.392950802475611,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-07,14051,12499,3070,417,1263,3021,5010,9587,3788,0.245619649571966,0.400832066565325,0.0296776030175788,0.215002490925913,0.0898868407942495,0.395118389485762,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-08,14087,12530,3020,395,1267,3085,4888,9551,3755,0.241021548284118,0.390103750997606,0.0280400369134663,0.218996237665933,0.0899410804287641,0.39315254947126,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-09,14023,12491,2980,384,1250,3083,4812,9512,3721,0.238571771675606,0.385237370907053,0.0273835841118163,0.219853098481067,0.0891392711973187,0.39119007569386,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-10,13942,12409,2949,367,1242,3072,4721,9449,3691,0.237650092674672,0.380449673623983,0.0263233395495625,0.220341414431215,0.0890833452876201,0.390623346385861,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-11,13786,12275,2909,356,1224,3047,4642,9338,3632,0.236985743380855,0.37816700610998,0.0258232989989845,0.221021325982881,0.0887857246481938,0.388948382951381,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-12,13792,12277,2908,364,1235,3051,4662,9339,3641,0.236865683798974,0.379734462816649,0.0263921113689095,0.221215197215777,0.0895446635730859,0.389870435806832,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-13,13938,12398,2930,366,1245,3072,4694,9445,3673,0.236328440070979,0.378609453137603,0.0262591476538958,0.220404649160568,0.089324149806285,0.388883006881948,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-14,13890,12360,2897,368,1237,3081,4664,9390,3657,0.234385113268608,0.377346278317152,0.0264938804895608,0.221814254859611,0.089056875449964,0.389456869009585,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-15,13899,12373,2895,364,1228,3073,4645,9408,3706,0.233977208437727,0.375414208356906,0.0261889344557162,0.221095042808835,0.0883516799769768,0.393920068027211,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-16,13900,12379,2881,373,1222,3067,4665,9419,3717,0.232732854026981,0.376847887551499,0.0268345323741007,0.220647482014388,0.0879136690647482,0.39462787981739,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-17,13942,12401,2877,384,1230,3058,4696,9451,3729,0.231997419562938,0.378679138779131,0.0275426768039019,0.219337254339406,0.0882226366374982,0.394561422071738,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-18,14146,12547,2924,389,1269,3072,4779,9592,3776,0.233043755479397,0.380887861640233,0.0274989396295773,0.217163862575993,0.0897073377633253,0.393661384487073,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-19,14312,12683,2956,390,1289,3131,4822,9669,3770,0.233067886146811,0.380193960419459,0.0272498602571269,0.218767467859139,0.0900642817216322,0.389905884786431,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-20,14314,12714,2980,391,1259,3140,4848,9691,3774,0.234387289602014,0.381311939594148,0.0273159144893112,0.219365656001118,0.0879558474221042,0.389433494995357,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-21,14063,12524,2906,383,1206,3140,4727,9492,3653,0.232034493771958,0.377435324177579,0.0272345872146768,0.223280950010666,0.0857569508639693,0.384850400337126,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-22,14002,12461,2901,378,1199,3103,4716,9471,3631,0.23280635583019,0.378460797688789,0.0269961434080846,0.221611198400229,0.0856306241965434,0.383380846795481,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-23,13974,12430,2877,374,1212,3095,4676,9443,3604,0.231456154465004,0.376186645213194,0.0267639902676399,0.221482753685416,0.0867325032202662,0.381658371280313,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-24,13987,12429,2901,377,1226,3074,4710,9462,3610,0.233405744629496,0.37895244991552,0.0269535997712161,0.219775505826839,0.0876528204761564,0.381526104417671,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-25,14523,12914,3013,403,1257,3199,4924,9828,3750,0.233312683908936,0.381291621496051,0.027749087654066,0.220271293809819,0.0865523652137988,0.381562881562882,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-26,14567,12964,3070,420,1237,3191,5037,9886,3787,0.236809626658439,0.388537488429497,0.0288322921672273,0.219056772156244,0.0849179652639528,0.383066963382561,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-27,14524,12954,3075,417,1213,3162,5030,9901,3825,0.237378415933302,0.388297051103906,0.0287110988708345,0.217708620214817,0.0835169374827871,0.386324613675386,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-28,14156,12626,2990,404,1180,3088,4885,9644,3721,0.236812925708855,0.386900047520988,0.0285391353489686,0.218140717716869,0.0833568804747104,0.385835752799668,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-29,14177,12653,3027,425,1166,3082,4992,9692,3703,0.239231802734529,0.394530941278748,0.0299781335966707,0.217394371164562,0.0822458912322776,0.382067684688403,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-30,14190,12644,3042,432,1179,3074,5028,9696,3706,0.240588421385637,0.397658968680797,0.0304439746300211,0.216631430584919,0.0830866807610994,0.382219471947195,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-05-31,14178,12628,3049,427,1187,3089,5023,9666,3678,0.24144757681343,0.397766867279062,0.0301170828043448,0.217872760615037,0.0837212582874877,0.380509000620732,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-01,13791,12291,2959,426,1150,3024,4905,9388,3565,0.240745260759906,0.399072492067366,0.0308897106808788,0.219273439199478,0.0833877166267856,0.379740093736685,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-02,13789,12295,2976,429,1143,3031,4933,9398,3576,0.242049613664091,0.401220008133388,0.0311117557473348,0.219812894336065,0.0828921604177243,0.380506490742711,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-03,13833,12327,3005,429,1162,3030,4976,9429,3596,0.243773829804494,0.403666747789405,0.0310127954890479,0.219041422684884,0.0840020241451601,0.381376604093753,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-04,14011,12489,3075,441,1180,3026,5098,9598,3702,0.24621667067019,0.408199215309472,0.0314752694311612,0.215973163942617,0.0842195417885947,0.385705355282351,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-05,14100,12570,3118,460,1191,3050,5198,9656,3739,0.248050914876691,0.413524264120923,0.0326241134751773,0.216312056737589,0.084468085106383,0.387220381110191,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-06,14105,12570,3127,473,1183,3048,5233,9666,3739,0.248766905330151,0.416308671439936,0.0335342077277561,0.216093583835519,0.0838709677419355,0.386819780674529,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-07,14126,12619,3155,484,1169,3073,5303,9684,3749,0.250019811395515,0.420239321657818,0.0342630610222285,0.217542120911794,0.0827552031714569,0.387133415943825,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-08,13803,12311,3098,471,1160,3013,5190,9436,3683,0.251644870441069,0.42157420193323,0.0341230167354923,0.218285879881185,0.0840397015141636,0.390313692242476,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-09,13837,12319,3085,457,1189,3010,5151,9444,3693,0.250426170955435,0.418134588846497,0.0330273903302739,0.217532702175327,0.0859290308592903,0.391041931385006,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-10,13909,12365,3114,475,1211,3037,5249,9463,3700,0.251839870602507,0.424504650222402,0.0341505500035948,0.218347832338773,0.0870659285354806,0.390996512733805,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-11,13980,12441,3150,491,1206,3039,5330,9542,3756,0.253195080781288,0.428422152560084,0.0351216022889843,0.217381974248927,0.0862660944206009,0.393628170194928,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-12,13932,12377,3107,479,1225,3056,5254,9458,3733,0.251030136543589,0.42449705098166,0.0343812805053115,0.219351134079816,0.0879270743611829,0.394692323958554,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-13,13924,12387,3110,482,1204,3079,5256,9440,3711,0.251069669815129,0.424315814967304,0.0346164895145073,0.221128985923585,0.0864694053432922,0.393114406779661,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-14,13843,12349,3120,494,1171,3037,5291,9436,3718,0.252652036602154,0.428455745404486,0.0356859062341978,0.21938886079607,0.084591490283898,0.394022891055532,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-15,13882,12392,3122,491,1168,3050,5278,9462,3721,0.251936733376372,0.425919948353777,0.0353695432934736,0.219708975651923,0.0841377323152284,0.393257239484253,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-16,13848,12366,3096,491,1177,3023,5241,9447,3698,0.250363901018923,0.423823386705483,0.0354563835932987,0.218298671288273,0.0849942229924899,0.391447020218059,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-17,13775,12293,3092,503,1169,2986,5269,9415,3665,0.251525258277068,0.428617912633206,0.0365154264972777,0.216769509981851,0.0848638838475499,0.389272437599575,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-18,13693,12214,3061,501,1164,2992,5233,9328,3615,0.250614049451449,0.428442770591125,0.0365880376834879,0.218505805886219,0.085006937851457,0.387542881646655,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-19,13605,12148,3064,501,1154,2971,5251,9278,3578,0.252222588080342,0.43225222258808,0.0368246968026461,0.218375597206909,0.084821756707093,0.385643457641733,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-20,13644,12202,3092,497,1141,2986,5287,9307,3600,0.253401081789871,0.433289624651696,0.036426267956611,0.21885077689827,0.0836265024919378,0.386805630170839,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-21,13554,12124,3077,498,1124,2952,5249,9265,3589,0.253794127350709,0.432942923127681,0.0367419212040726,0.217795484727756,0.0829275490630072,0.387371829465731,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-22,13755,12320,3103,493,1129,3002,5273,9416,3609,0.251866883116883,0.428003246753247,0.03584151217739,0.218247909850963,0.082079243911305,0.383283772302464,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-23,13714,12293,3084,494,1122,3041,5242,9355,3585,0.250874481412186,0.426421540714228,0.0360215837829955,0.221744203004229,0.081814204462593,0.383217530732229,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-24,13790,12361,3081,489,1124,3092,5246,9377,3588,0.249251678666775,0.42439932044333,0.0354604786076867,0.22422044960116,0.0815083393763597,0.382638370480964,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-25,13873,12435,3088,485,1131,3128,5238,9416,3574,0.248331322878971,0.421230398069964,0.034959994233403,0.225473942189865,0.0815252649030491,0.379566694987256,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-26,13862,12436,3087,475,1134,3115,5208,9421,3562,0.248230942425217,0.418784174975876,0.0342663396335305,0.224715048333574,0.081806377146155,0.378091497717864,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-27,13846,12441,3084,464,1126,3106,5176,9438,3576,0.247890040993489,0.416043726388554,0.0335114834609273,0.224324714719052,0.081323125812509,0.378893833439288,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-28,13916,12477,3043,448,1153,3144,5067,9439,3589,0.24388875530977,0.406107237316663,0.0321931589537223,0.225926990514516,0.0828542684679506,0.380230956669139,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-29,14158,12700,3114,456,1162,3190,5190,9627,3640,0.245196850393701,0.408661417322835,0.0322079389744314,0.225314309930781,0.0820737392287046,0.378103251272463,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-06-30,14196,12745,3148,467,1156,3196,5256,9663,3670,0.24699882306787,0.412397018438603,0.0328965905888983,0.225133840518456,0.0814313891236968,0.37979923419228,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-01,14191,12735,3126,469,1169,3241,5231,9602,3679,0.245465253239105,0.410757754220652,0.0330491156366711,0.228384187160877,0.0823761539003594,0.38314934388669,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-02,14292,12815,3167,472,1185,3231,5288,9698,3709,0.247132266874756,0.412641435817401,0.0330254687937308,0.226070528967254,0.0829135180520571,0.382449989688596,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-03,14237,12758,3123,467,1182,3216,5208,9663,3719,0.244787584260856,0.408214453676125,0.0328018543232423,0.225890285874833,0.0830231088010114,0.38487012315016,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-04,14299,12803,3130,480,1202,3229,5249,9692,3724,0.244473951417637,0.409982035460439,0.0335687810336387,0.225819987411707,0.0840618225050703,0.384234420140322,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-05,14386,12871,3143,479,1214,3253,5267,9742,3715,0.244192370445187,0.409214513246834,0.0332962602530238,0.226122619213124,0.0843875990546365,0.381338534181893,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-06,14167,12673,3127,488,1200,3182,5268,9612,3692,0.246745048528367,0.415686893395408,0.0344462483235689,0.224606479847533,0.0847038893202513,0.384103204327923,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-07,14238,12734,3151,482,1204,3172,5268,9684,3672,0.247447777603267,0.41369561803047,0.0338530692512993,0.222784098890294,0.0845624385447394,0.379182156133829,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-08,14110,12633,3122,480,1190,3120,5210,9631,3627,0.247130531148579,0.412411936990422,0.0340184266477675,0.221119773210489,0.0843373493975904,0.376596407434327,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-09,14473,12943,3191,496,1229,3200,5351,9860,3738,0.246542532643128,0.413428107857529,0.0342707109790645,0.221101361155255,0.08491674151869,0.379107505070994,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
2026-07-10,14394,12888,3194,510,1200,3183,5382,9830,3741,0.247827436374922,0.417597765363128,0.035431429762401,0.221133805752397,0.0833680700291788,0.380569684638861,14,"calendar_day_rolling_league_production_v1","2026-08-24","2026-08-25 10:32:48 UTC"
