"game_id","team_side","batting_order","batter_id","batter_name","batter_team","pitcher_team","p_BB","p_HBP","p_K","p_1B","p_2B","p_3B","p_HR","p_OUT","bullpen_pitcher_count","bullpen_mean_availability","selected_relief_pitchers","bullpen_input_status"
"824305","away",9,"669392","Samad Taylor","San Diego Padres","Colorado Rockies",0.109049447784994,0.0086338755937222,0.232890323088896,0.20775742571555,0.0251540893199095,0.0118598609107353,0.0134834976288331,0.391171479957359,6,0.910471174538453,"Brennan Bernardino | Jordan Romano | Nick Frasso | Mark Manfredi | Juan Mejia | Jaden Hill","availability_weighted_active_relievers"
"824305","home",1,"664983","Jake McCarthy","Colorado Rockies","San Diego Padres",0.0563586699225899,0.0175933994869806,0.207392100267525,0.156053440027596,0.0416380816704716,0.0165460065933066,0.0189599752203138,0.485458326811216,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",2,"681393","Connor Norby","Colorado Rockies","San Diego Padres",0.10779789409334,0.0258449881794829,0.334052391389267,0.115114149744048,0.0563441731456673,0.000405995956546882,0.0136533619915519,0.346787045500096,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",3,"694249","Cole Carrigg","Colorado Rockies","San Diego Padres",0.0766148665849699,0.0102913340306238,0.303130253634305,0.116783722132532,0.0490567786943449,0.00597914090283197,0.0204954301988462,0.417648473821546,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",4,"681198","TJ Rumfield","Colorado Rockies","San Diego Padres",0.116027812541871,0.0148736470758535,0.179174334855204,0.162355741276335,0.0389410781630552,0.00389562487054921,0.0177592007110944,0.466972560506037,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",5,"691720","Kyle Karros","Colorado Rockies","San Diego Padres",0.105980024813423,0.0160213403165655,0.258602673167689,0.13561507600154,0.0466958855206446,0.00589508028316901,0.0186762553137496,0.412513664583219,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",6,"666160","Mickey Moniak","Colorado Rockies","San Diego Padres",0.0513204592055884,0.00947783052905744,0.346910350202511,0.102880625357803,0.0295399820024747,0.00963734135796968,0.0315908344248293,0.418642576919767,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",7,"687859","Troy Johnston","Colorado Rockies","San Diego Padres",0.0785896150214001,0.0153922738193761,0.243676002002986,0.14167016911414,0.0515022155524074,0.00145443152347647,0.00879025105944803,0.458925041906766,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",8,"664954","Brett Sullivan","Colorado Rockies","San Diego Padres",0.066304246454432,0.00725766865496481,0.229498170205467,0.112596721702515,0.0447061494860157,0.00269220657787876,0.0202990442889494,0.516645792629778,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
"824305","home",9,"691728","Zac Veen","Colorado Rockies","San Diego Padres",0.0908582547889167,0.0124283986035312,0.283246528561121,0.132616319097757,0.0370887539600084,0.00508958470465677,0.0249559518864511,0.413716208397558,6,0.895297372060857,"Adrian Morejon | Mason Miller | David Morgan | Bradgley Rodriguez | Yuki Matsui | Kyle Hart","availability_weighted_active_relievers"
