"pitch_type","pitch_name","pitches_rolling","date","all_pitches_rolling","usage_rate_rolling","season_usage_rate","rolling_days","trend_method","source_through","generated_at_utc"
"FO","Forkball",5,2026-06-09,53706,9.30994674710461e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16766,2026-06-10,54091,0.30995914292581,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8859,2026-06-10,54091,0.163779556673014,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7677,2026-06-10,54091,0.141927492558836,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6068,2026-06-10,54091,0.112181324065002,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4488,2026-06-10,54091,0.0829712891238838,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4063,2026-06-10,54091,0.0751141594720009,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3516,2026-06-10,54091,0.0650015714259304,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1466,2026-06-10,54091,0.0271024754580244,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",802,2026-06-10,54091,0.0148268658372003,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",253,2026-06-10,54091,0.0046773030633562,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",84,2026-06-10,54091,0.0015529385664898,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",28,2026-06-10,54091,0.000517646188829935,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",16,2026-06-10,54091,0.000295797822188534,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",5,2026-06-10,54091,9.24368194339169e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16766,2026-06-11,54261,0.308988039291572,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8887,2026-06-11,54261,0.163782458856269,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7702,2026-06-11,54261,0.141943569045908,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",6062,2026-06-11,54261,0.111719282726083,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4574,2026-06-11,54261,0.0842962717237058,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4131,2026-06-11,54261,0.0761320285287776,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3498,2026-06-11,54261,0.0644661911870404,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1448,2026-06-11,54261,0.0266858332872597,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",794,2026-06-11,54261,0.0146329776450858,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",253,2026-06-11,54261,0.00466264904811928,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",84,2026-06-11,54261,0.00154807320174711,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",43,2026-06-11,54261,0.000792466043751497,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",16,2026-06-11,54261,0.000294871086047069,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",3,2026-06-11,54261,5.52883286338254e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16804,2026-06-12,54275,0.309608475356978,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8869,2026-06-12,54275,0.163408567480424,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7859,2026-06-12,54275,0.144799631506218,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5952,2026-06-12,54275,0.109663749424228,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4447,2026-06-12,54275,0.081934592353754,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4119,2026-06-12,54275,0.0758912943344081,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3517,2026-06-12,54275,0.0647996315062183,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1506,2026-06-12,54275,0.0277475817595578,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",811,2026-06-12,54275,0.0149424228466145,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",244,2026-06-12,54275,0.0044956241363427,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",84,2026-06-12,54275,0.00154767388300322,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",43,2026-06-12,54275,0.000792261630584984,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",17,2026-06-12,54275,0.000313219714417319,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",3,2026-06-12,54275,5.52740672501152e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16825,2026-06-13,54208,0.310378541912633,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8911,2026-06-13,54208,0.164385330578512,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7843,2026-06-13,54208,0.144683441558442,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5802,2026-06-13,54208,0.107032172373081,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4297,2026-06-13,54208,0.0792687426210154,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4172,2026-06-13,54208,0.0769628099173554,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3488,2026-06-13,54208,0.064344746162928,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1541,2026-06-13,54208,0.0284275383707202,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",920,2026-06-13,54208,0.0169716646989374,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",268,2026-06-13,54208,0.00494391971664699,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",84,2026-06-13,54208,0.0015495867768595,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",43,2026-06-13,54208,0.000793240850059032,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",12,2026-06-13,54208,0.000221369539551358,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",2,2026-06-13,54208,3.68949232585596e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16575,2026-06-14,53842,0.307845176627911,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8943,2026-06-14,53842,0.166097098919059,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7603,2026-06-14,53842,0.141209464730136,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5857,2026-06-14,53842,0.108781248839196,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4475,2026-06-14,53842,0.0831135544742023,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4122,2026-06-14,53842,0.0765573344229412,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3420,2026-06-14,53842,0.0635191857657591,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1519,2026-06-14,53842,0.0282121763678912,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",886,2026-06-14,53842,0.0164555551428253,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",307,2026-06-14,53842,0.0057018684298503,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",83,2026-06-14,53842,0.00154154749080643,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",37,2026-06-14,53842,0.000687195869395639,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",13,2026-06-14,53842,0.000241447197355225,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",2,2026-06-14,53842,3.71457226700345e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16679,2026-06-15,53918,0.30934010905449,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8825,2026-06-15,53918,0.163674468637561,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7611,2026-06-15,53918,0.141158796691272,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5860,2026-06-15,53918,0.10868355651174,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4543,2026-06-15,53918,0.0842575763195964,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4217,2026-06-15,53918,0.0782113579880559,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3467,2026-06-15,53918,0.0643013464891131,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1521,2026-06-15,53918,0.0282095033198561,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",795,2026-06-15,53918,0.0147446121888794,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",304,2026-06-15,53918,0.0056381913275715,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",44,2026-06-15,53918,0.00081605400793798,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",37,2026-06-15,53918,0.000686227233947847,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",13,2026-06-15,53918,0.000241106865981676,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",2,2026-06-15,53918,3.70933639971809e-05,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16365,2026-06-16,53639,0.305095173288093,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9015,2026-06-16,53639,0.168068010216447,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7696,2026-06-16,53639,0.143477693469304,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5802,2026-06-16,53639,0.108167564645128,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4508,2026-06-16,53639,0.0840433266839427,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4221,2026-06-16,53639,0.0786927422211451,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3408,2026-06-16,53639,0.0635358601017916,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1481,2026-06-16,53639,0.0276105072801506,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",775,2026-06-16,53639,0.0144484423646973,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",239,2026-06-16,53639,0.00445571319375827,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",58,2026-06-16,53639,0.00108130278342251,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",44,2026-06-16,53639,0.000820298663286042,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",14,2026-06-16,53639,0.000261004120136468,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",13,2026-06-16,53639,0.000242360968698149,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16127,2026-06-17,53261,0.302791911530013,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9059,2026-06-17,53261,0.170086930399354,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7616,2026-06-17,53261,0.142993935525056,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5805,2026-06-17,53261,0.108991569816564,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4440,2026-06-17,53261,0.083363061151687,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4190,2026-06-17,53261,0.0786691950958487,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3451,2026-06-17,53261,0.0647941270347909,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1484,2026-06-17,53261,0.0278627889074557,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",713,2026-06-17,53261,0.0133869059912506,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",246,2026-06-17,53261,0.00461876419894482,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",61,2026-06-17,53261,0.00114530331762453,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",44,2026-06-17,53261,0.000826120425827529,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",14,2026-06-17,53261,0.000262856499126941,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",11,2026-06-17,53261,0.000206530106456882,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16094,2026-06-18,52945,0.303975823968269,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",9033,2026-06-18,52945,0.170611011426953,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7494,2026-06-18,52945,0.141543110775333,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5714,2026-06-18,52945,0.107923316649353,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4375,2026-06-18,52945,0.0826329209557088,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4175,2026-06-18,52945,0.0788554159977335,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3431,2026-06-18,52945,0.0648030975540655,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1474,2026-06-18,52945,0.0278402115402776,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",784,2026-06-18,52945,0.014807819435263,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",246,2026-06-18,52945,0.00464633109830957,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",61,2026-06-18,52945,0.00115213901218245,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",44,2026-06-18,52945,0.000831051090754557,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",14,2026-06-18,52945,0.000264425347058268,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",6,2026-06-18,52945,0.000113325148739258,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16029,2026-06-19,52549,0.305029591428952,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8988,2026-06-19,52549,0.171040362328493,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7490,2026-06-19,52549,0.142533635273745,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5598,2026-06-19,52549,0.106529144227293,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4242,2026-06-19,52549,0.0807246569868123,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4107,2026-06-19,52549,0.0781556261774725,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3379,2026-06-19,52549,0.0643018896648842,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1466,2026-06-19,52549,0.0278977716036461,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",856,2026-06-19,52549,0.0162895583169994,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",253,2026-06-19,52549,0.00481455403528136,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",78,2026-06-19,52549,0.00148432891206303,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",40,2026-06-19,52549,0.000761194313878475,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",12,2026-06-19,52549,0.000228358294163543,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",11,2026-06-19,52549,0.000209328436316581,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16153,2026-06-20,52686,0.306589985954523,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8878,2026-06-20,52686,0.168507762973086,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7371,2026-06-20,52686,0.139904338913563,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CH","Changeup",5714,2026-06-20,52686,0.108453858710094,0.111687723620572,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"ST","Sweeper",4308,2026-06-20,52686,0.0817674524541624,0.0826471327541854,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FC","Cutter",4143,2026-06-20,52686,0.0786356906958205,0.0791030753789628,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CU","Curveball",3359,2026-06-20,52686,0.0637550772501234,0.0639516952823747,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FS","Splitter",1453,2026-06-20,52686,0.0275784838477015,0.0324919465396416,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"KC","Knuckle Curve",851,2026-06-20,52686,0.0161522985233269,0.0161728815432694,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SV","Slurve",300,2026-06-20,52686,0.00569411228789432,0.0043801554179688,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"EP","Eephus",89,2026-06-20,52686,0.00168925331207531,0.00133882650341659,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FA","Fastball",41,2026-06-20,52686,0.000778195346012223,0.00113559584910302,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"CS","Slow Curve",14,2026-06-20,52686,0.000265725240101735,0.000249581505297367,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FO","Forkball",12,2026-06-20,52686,0.000227764491515773,0.000688131864605599,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"FF","Four-Seam Fastball",16030,2026-06-21,52056,0.307937605655448,0.305928095568324,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SI","Sinker",8744,2026-06-21,52056,0.167972952205317,0.166419165007247,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
"SL","Slider",7343,2026-06-21,52056,0.141059628092823,0.13341201093167,14,"calendar_day_rolling_pitch_usage_v1","2026-08-19","2026-08-20 10:30:00 UTC"
