"batter_id","player_name","team","pitches","swings","whiffs","out_of_zone_pitches","chases","zone_swings","zone_contact","swing_rate","whiff_rate","chase_rate","zone_contact_rate","discipline_score","discipline_method","discipline_rank"
"605141","Mookie Betts","Los Angeles Dodgers",606,247,29,285,58,189,180,0.407590759075908,0.117408906882591,0.203508771929825,0.952380952380952,96.7,"pitch_level_chase_contact_profile_v1",1
"680757","Steven Kwan","Cleveland Guardians",1054,378,25,538,118,259,253,0.358633776091082,0.0661375661375661,0.219330855018587,0.976833976833977,96,"pitch_level_chase_contact_profile_v1",2
"669743","Alex Call","Los Angeles Dodgers",452,191,21,222,45,146,136,0.422566371681416,0.109947643979058,0.202702702702703,0.931506849315068,95.9,"pitch_level_chase_contact_profile_v1",3
"686217","Sal Frelick","Milwaukee Brewers",934,394,37,457,104,283,270,0.421841541755889,0.0939086294416244,0.227571115973742,0.954063604240283,94.3,"pitch_level_chase_contact_profile_v1",4
"805808","Kevin McGonigle","Detroit Tigers",1224,513,66,635,118,395,362,0.419117647058824,0.128654970760234,0.185826771653543,0.916455696202532,93.2,"pitch_level_chase_contact_profile_v1",5
"800050","Chase DeLauter","Cleveland Guardians",1034,436,58,528,101,333,306,0.421663442940039,0.13302752293578,0.191287878787879,0.918918918918919,92.9,"pitch_level_chase_contact_profile_v1",6
"663757","Trent Grisham","New York Yankees",1055,380,57,526,86,294,270,0.360189573459716,0.15,0.163498098859316,0.918367346938776,92.7,"pitch_level_chase_contact_profile_v1",7
"664702","Myles Straw","Toronto Blue Jays",479,177,22,241,44,133,121,0.369519832985386,0.124293785310734,0.182572614107884,0.909774436090226,92.4,"pitch_level_chase_contact_profile_v1",8
"672695","Geraldo Perdomo","Arizona Diamondbacks",1174,468,47,581,130,337,312,0.398637137989779,0.10042735042735,0.223752151462995,0.925816023738872,92,"pitch_level_chase_contact_profile_v1",9
"621493","Taylor Ward","Baltimore Orioles",1427,455,73,729,93,362,331,0.31885073580939,0.16043956043956,0.127572016460905,0.914364640883978,91.3,"pitch_level_chase_contact_profile_v1",10
"669364","Xavier Edwards","Miami Marlins",1173,473,62,633,146,327,304,0.403239556692242,0.13107822410148,0.230647709320695,0.929663608562691,91,"pitch_level_chase_contact_profile_v1",11
"669257","Will Smith","Los Angeles Dodgers",858,354,50,436,93,261,240,0.412587412587413,0.141242937853107,0.213302752293578,0.919540229885057,90.7,"pitch_level_chase_contact_profile_v1",12
"672580","Maikel Garcia","Kansas City Royals",1068,415,58,533,119,296,274,0.388576779026217,0.139759036144578,0.223264540337711,0.925675675675676,90.5,"pitch_level_chase_contact_profile_v1",13
"679845","Nick Loftin","Kansas City Royals",433,169,24,218,45,124,113,0.390300230946882,0.142011834319527,0.206422018348624,0.911290322580645,89.6,"pitch_level_chase_contact_profile_v1",14
"807712","Luke Keaschall","Minnesota Twins",1003,418,59,511,122,296,276,0.416749750747757,0.141148325358852,0.238747553816047,0.932432432432432,89.4,"pitch_level_chase_contact_profile_v1",15
"680777","Ryan Jeffers","Minnesota Twins",629,242,35,337,79,163,151,0.384737678855326,0.144628099173554,0.234421364985163,0.926380368098159,88.8,"pitch_level_chase_contact_profile_v1",16
"803011","Sam Antonacci","Chicago White Sox",824,331,46,421,88,243,220,0.401699029126214,0.138972809667674,0.209026128266033,0.905349794238683,88.4,"pitch_level_chase_contact_profile_v1",17
"689414","Liam Hicks","Miami Marlins",963,408,40,511,134,274,266,0.423676012461059,0.0980392156862745,0.262230919765166,0.970802919708029,87.7,"pitch_level_chase_contact_profile_v1",18
"805300","Jakob Marsee","Miami Marlins",1155,455,77,596,136,319,296,0.393939393939394,0.169230769230769,0.228187919463087,0.927899686520376,87.5,"pitch_level_chase_contact_profile_v1",19
"666310","Bo Naylor","Cleveland Guardians",389,176,23,199,51,122,115,0.452442159383033,0.130681818181818,0.256281407035176,0.942622950819672,87.4,"pitch_level_chase_contact_profile_v1",20
"687462","Spencer Horwitz","Pittsburgh Pirates",1049,429,60,551,137,292,271,0.408960915157293,0.13986013986014,0.248638838475499,0.928082191780822,87.1,"pitch_level_chase_contact_profile_v1",21
"665877","Jos<U+00E9> Ferm<U+00ED>n","St. Louis Cardinals",454,176,23,228,54,122,111,0.387665198237885,0.130681818181818,0.236842105263158,0.909836065573771,86.4,"pitch_level_chase_contact_profile_v1",22
"668939","Adley Rutschman","Baltimore Orioles",890,367,46,461,119,248,230,0.412359550561798,0.125340599455041,0.258134490238612,0.92741935483871,85.4,"pitch_level_chase_contact_profile_v1",23
"641487","J.P. Crawford","Seattle Mariners",978,369,57,493,98,271,241,0.377300613496933,0.154471544715447,0.198782961460446,0.88929889298893,84.9,"pitch_level_chase_contact_profile_v1",24
"665742","Juan Soto","New York Mets",866,346,64,450,95,251,228,0.399538106235566,0.184971098265896,0.211111111111111,0.908366533864542,84.7,"pitch_level_chase_contact_profile_v1",25
"678554","Curtis Mead","Washington Nationals",857,354,52,437,108,246,225,0.413068844807468,0.146892655367232,0.247139588100687,0.914634146341463,84.2,"pitch_level_chase_contact_profile_v1",26
"681508","Mickey Gasper","Boston Red Sox",351,152,28,175,44,108,102,0.433048433048433,0.184210526315789,0.251428571428571,0.944444444444444,83.9,"pitch_level_chase_contact_profile_v1",27
"656716","Zach McKinstry","Detroit Tigers",611,298,37,285,78,220,209,0.48772504091653,0.124161073825503,0.273684210526316,0.95,83.8,"pitch_level_chase_contact_profile_v1",28
"668885","Austin Martin","Minnesota Twins",930,365,69,479,89,276,247,0.39247311827957,0.189041095890411,0.18580375782881,0.894927536231884,83.5,"pitch_level_chase_contact_profile_v1",29
"664761","Alec Bohm","Philadelphia Phillies",989,435,64,501,119,316,285,0.439838220424671,0.147126436781609,0.2375249500998,0.901898734177215,83.3,"pitch_level_chase_contact_profile_v1",30
"671289","Tyler Freeman","Colorado Rockies",599,285,30,305,85,200,188,0.475792988313856,0.105263157894737,0.278688524590164,0.94,82.4,"pitch_level_chase_contact_profile_v1",31
"702332","Caleb Durbin","Boston Red Sox",768,350,47,369,97,253,233,0.455729166666667,0.134285714285714,0.262872628726287,0.920948616600791,82.3,"pitch_level_chase_contact_profile_v1",32
"678391","Jorbit Vivas","Washington Nationals",531,269,42,281,74,195,181,0.506591337099812,0.156133828996283,0.263345195729537,0.928205128205128,82.1,"pitch_level_chase_contact_profile_v1",33
"680977","Brendan Donovan","Seattle Mariners",356,152,26,190,48,104,96,0.426966292134831,0.171052631578947,0.252631578947368,0.923076923076923,82,"pitch_level_chase_contact_profile_v1",34
"683734","Andrew Vaughn","Milwaukee Brewers",405,168,29,206,45,123,110,0.414814814814815,0.172619047619048,0.218446601941748,0.894308943089431,81.8,"pitch_level_chase_contact_profile_v1",35
"641584","Jake Fraley","Tampa Bay Rays",379,170,33,184,40,127,115,0.448548812664908,0.194117647058824,0.217391304347826,0.905511811023622,81.7,"pitch_level_chase_contact_profile_v1",36
"650490","Yandy D<U+00ED>az","Tampa Bay Rays",1034,478,55,520,139,337,309,0.462282398452611,0.115062761506276,0.267307692307692,0.916913946587537,81.6,"pitch_level_chase_contact_profile_v1",37
"545361","Mike Trout","Los Angeles Angels",1367,528,108,724,138,387,346,0.386247256766642,0.204545454545455,0.19060773480663,0.89405684754522,80.8,"pitch_level_chase_contact_profile_v1",38
"608324","Alex Bregman","Chicago Cubs",1277,524,88,616,138,386,344,0.410336726703211,0.16793893129771,0.224025974025974,0.89119170984456,80.8,"pitch_level_chase_contact_profile_v1",39
"667472","Dane Myers","Cincinnati Reds",475,181,29,241,43,138,120,0.381052631578947,0.160220994475138,0.178423236514523,0.869565217391304,80.5,"pitch_level_chase_contact_profile_v1",40
"630105","Jake Cronenworth","San Diego Padres",486,215,44,255,65,150,140,0.44238683127572,0.204651162790698,0.254901960784314,0.933333333333333,79.7,"pitch_level_chase_contact_profile_v1",41
"808982","Jung Hoo Lee","San Francisco Giants",964,450,49,477,142,308,295,0.466804979253112,0.108888888888889,0.29769392033543,0.957792207792208,79.5,"pitch_level_chase_contact_profile_v1",42
"696030","Alejandro Osuna","Texas Rangers",381,181,21,192,55,126,117,0.4750656167979,0.116022099447514,0.286458333333333,0.928571428571429,79.2,"pitch_level_chase_contact_profile_v1",43
"663538","Nico Hoerner","Chicago Cubs",1153,493,49,601,180,313,304,0.427580225498699,0.0993914807302231,0.299500831946755,0.971246006389776,79.1,"pitch_level_chase_contact_profile_v1",44
"655316","Andruw Monasterio","Boston Red Sox",484,224,36,228,57,167,149,0.462809917355372,0.160714285714286,0.25,0.892215568862275,77.9,"pitch_level_chase_contact_profile_v1",45
"687093","Vaughn Grissom","Los Angeles Angels",605,275,50,289,70,205,184,0.454545454545455,0.181818181818182,0.242214532871972,0.897560975609756,77.9,"pitch_level_chase_contact_profile_v1",46
"605170","Victor Caratini","Minnesota Twins",728,307,61,374,97,210,194,0.421703296703297,0.198697068403909,0.259358288770053,0.923809523809524,77.5,"pitch_level_chase_contact_profile_v1",47
"670541","Yordan Alvarez","Houston Astros",1233,528,91,674,181,347,319,0.428223844282238,0.172348484848485,0.268545994065282,0.919308357348703,77.2,"pitch_level_chase_contact_profile_v1",48
"807799","Masataka Yoshida","Boston Red Sox",538,219,29,279,78,141,129,0.407063197026022,0.132420091324201,0.279569892473118,0.914893617021277,77,"pitch_level_chase_contact_profile_v1",49
"802415","Chandler Simpson","Tampa Bay Rays",878,405,36,425,130,273,258,0.46127562642369,0.0888888888888889,0.305882352941176,0.945054945054945,76.9,"pitch_level_chase_contact_profile_v1",50
"670623","Isaac Paredes","Houston Astros",1223,530,83,652,176,354,321,0.433360588716271,0.156603773584906,0.269938650306748,0.906779661016949,76,"pitch_level_chase_contact_profile_v1",51
"678246","Miguel Vargas","Chicago White Sox",1226,546,91,631,125,421,360,0.445350734094617,0.166666666666667,0.198098256735341,0.855106888361045,74.5,"pitch_level_chase_contact_profile_v1",52
"663993","Nathaniel Lowe","Cincinnati Reds",727,310,53,382,96,214,189,0.426409903713893,0.170967741935484,0.25130890052356,0.883177570093458,74.2,"pitch_level_chase_contact_profile_v1",53
"650402","Gleyber Torres","Detroit Tigers",807,316,59,410,66,250,214,0.391573729863693,0.186708860759494,0.160975609756098,0.856,73.9,"pitch_level_chase_contact_profile_v1",54
"657041","Lane Thomas","Kansas City Royals",681,275,49,369,80,195,169,0.403817914831131,0.178181818181818,0.21680216802168,0.866666666666667,73.8,"pitch_level_chase_contact_profile_v1",55
"663647","Ke'Bryan Hayes","Cincinnati Reds",420,182,33,215,63,119,111,0.433333333333333,0.181318681318681,0.293023255813953,0.932773109243697,73.6,"pitch_level_chase_contact_profile_v1",56
"686555","Isaac Collins","Kansas City Royals",906,351,80,453,86,265,233,0.387417218543046,0.227920227920228,0.189845474613687,0.879245283018868,73.4,"pitch_level_chase_contact_profile_v1",57
"671056","Iv<U+00E1>n Herrera","St. Louis Cardinals",1196,515,95,653,177,338,307,0.430602006688963,0.184466019417476,0.271056661562021,0.908284023668639,73.3,"pitch_level_chase_contact_profile_v1",58
"666126","Carlos Cortes","Athletics",789,340,58,416,97,242,210,0.430925221799747,0.170588235294118,0.233173076923077,0.867768595041322,73,"pitch_level_chase_contact_profile_v1",59
"694384","Nolan Schanuel","Los Angeles Angels",903,414,68,454,130,284,259,0.458471760797342,0.164251207729469,0.286343612334802,0.911971830985915,72.7,"pitch_level_chase_contact_profile_v1",60
"810938","Ben Williamson","Tampa Bay Rays",675,275,45,355,106,168,155,0.407407407407407,0.163636363636364,0.298591549295775,0.922619047619048,72.6,"pitch_level_chase_contact_profile_v1",61
"608070","Jos<U+00E9> Ram<U+00ED>rez","Cleveland Guardians",1273,595,90,698,207,386,353,0.467399842890809,0.151260504201681,0.296561604584527,0.914507772020725,72.5,"pitch_level_chase_contact_profile_v1",62
"668930","Brice Turang","Milwaukee Brewers",1255,512,96,644,141,369,318,0.40796812749004,0.1875,0.218944099378882,0.861788617886179,71.1,"pitch_level_chase_contact_profile_v1",63
"669707","Jared Triolo","Pittsburgh Pirates",518,214,49,247,56,158,140,0.413127413127413,0.228971962616822,0.226720647773279,0.886075949367089,70.8,"pitch_level_chase_contact_profile_v1",64
"691016","Tyler Soderstrom","Athletics",1062,500,96,564,153,347,312,0.470809792843691,0.192,0.271276595744681,0.899135446685879,70.7,"pitch_level_chase_contact_profile_v1",65
"643446","Jeff McNeil","Athletics",857,469,69,444,141,328,305,0.547257876312719,0.147121535181237,0.317567567567568,0.929878048780488,70.6,"pitch_level_chase_contact_profile_v1",66
"687637","Dylan Beavers","Baltimore Orioles",499,222,45,251,60,162,142,0.444889779559118,0.202702702702703,0.239043824701195,0.876543209876543,70.5,"pitch_level_chase_contact_profile_v1",67
"696285","Jacob Young","Washington Nationals",889,385,71,428,114,271,241,0.433070866141732,0.184415584415584,0.266355140186916,0.88929889298893,70.5,"pitch_level_chase_contact_profile_v1",68
"661388","William Contreras","Milwaukee Brewers",992,470,77,529,158,312,285,0.473790322580645,0.163829787234043,0.298676748582231,0.913461538461538,70.4,"pitch_level_chase_contact_profile_v1",69
"686469","Vinnie Pasquantino","Kansas City Royals",1166,525,74,633,190,335,304,0.450257289879931,0.140952380952381,0.300157977883096,0.907462686567164,70.4,"pitch_level_chase_contact_profile_v1",70
"694377","Nick Yorke","Pittsburgh Pirates",326,155,26,170,49,106,96,0.475460122699386,0.167741935483871,0.288235294117647,0.905660377358491,70.2,"pitch_level_chase_contact_profile_v1",71
"672761","Wenceel P<U+00E9>rez","Detroit Tigers",638,306,50,319,92,214,192,0.479623824451411,0.163398692810458,0.288401253918495,0.897196261682243,69.5,"pitch_level_chase_contact_profile_v1",72
"666397","Edouard Julien","Colorado Rockies",794,332,75,397,81,251,218,0.418136020151133,0.225903614457831,0.204030226700252,0.868525896414343,69.4,"pitch_level_chase_contact_profile_v1",73
"681198","TJ Rumfield","Colorado Rockies",1033,518,91,559,173,345,321,0.501452081316554,0.175675675675676,0.309481216457961,0.930434782608696,69.4,"pitch_level_chase_contact_profile_v1",74
"663886","Tyler Stephenson","Cincinnati Reds",782,350,85,380,81,269,236,0.447570332480818,0.242857142857143,0.213157894736842,0.877323420074349,68.8,"pitch_level_chase_contact_profile_v1",75
"688363","Graham Pauley","Miami Marlins",376,165,34,198,50,115,101,0.438829787234043,0.206060606060606,0.252525252525253,0.878260869565217,68.4,"pitch_level_chase_contact_profile_v1",76
"608348","Carson Kelly","Chicago Cubs",714,341,69,369,105,236,215,0.477591036414566,0.202346041055718,0.284552845528455,0.911016949152542,68.1,"pitch_level_chase_contact_profile_v1",77
"802139","JJ Wetherholt","St. Louis Cardinals",1190,522,103,610,140,382,328,0.438655462184874,0.197318007662835,0.229508196721311,0.858638743455497,68,"pitch_level_chase_contact_profile_v1",78
"650333","Luis Arraez","San Francisco Giants",1099,563,44,521,179,384,360,0.5122838944495,0.0781527531083481,0.343570057581574,0.9375,67.9,"pitch_level_chase_contact_profile_v1",79
"663837","Matt Vierling","Detroit Tigers",760,355,50,374,112,243,217,0.467105263157895,0.140845070422535,0.299465240641711,0.893004115226337,67.9,"pitch_level_chase_contact_profile_v1",80
"690993","Colt Keith","Detroit Tigers",736,319,67,358,84,235,204,0.433423913043478,0.210031347962382,0.23463687150838,0.868085106382979,67.8,"pitch_level_chase_contact_profile_v1",81
"608701","Rob Refsnyder","Seattle Mariners",398,175,40,205,49,126,111,0.439698492462312,0.228571428571429,0.239024390243902,0.880952380952381,67.7,"pitch_level_chase_contact_profile_v1",82
"666152","David Hamilton","Milwaukee Brewers",778,350,66,404,123,226,208,0.44987146529563,0.188571428571429,0.304455445544554,0.920353982300885,67.7,"pitch_level_chase_contact_profile_v1",83
