"story_id","category","subject","team","headline","evidence","source_score","confidence","destination","story_score","story_score_method","category_rank","daily_shortlist","queue_rank"
"pitch_identity_694738_CU","pitch_identity","Landen Roupp","San Francisco Giants","Landen Roupp's Curveball: 76.7 mph, 35.6% whiffs","Pitch quality score 81.5.",81.5,0.65,"pitch-lab.html",78.5,"cross_product_editorial_queue_v1",20,FALSE,116
"run_prevention_681870","run_prevention","Erik Sabrowski","Cleveland Guardians","Erik Sabrowski is suppressing offense at an elite rate","OPS allowed 0.415; race score 85.8.",85.8,0.454,"races.html",78.5,"cross_product_editorial_queue_v1",25,FALSE,117
"pitch_identity_656945_SL","pitch_identity","Tanner Scott","Los Angeles Dodgers","Tanner Scott's Slider: 89.7 mph, 32.8% whiffs","Pitch quality score 84.3.",84.3,0.513,"pitch-lab.html",78.4,"cross_product_editorial_queue_v1",21,FALSE,118
"run_prevention_670970","run_prevention","Adrian Morejon","San Diego Padres","Adrian Morejon is suppressing offense at an elite rate","OPS allowed 0.570; race score 82.4.",82.4,0.595,"races.html",78.3,"cross_product_editorial_queue_v1",26,FALSE,119
"pitch_identity_656730_KC","pitch_identity","Trevor Megill","Milwaukee Brewers","Trevor Megill's Knuckle Curve: 87.6 mph, 50.6% whiffs","Pitch quality score 85.9.",85.9,0.432,"pitch-lab.html",78.2,"cross_product_editorial_queue_v1",22,FALSE,120
"history_debut_anniversary_fieldce01_2026-07-20","history","Cecil Fielder","MLB history","Cecil Fielder: 41 years since MLB debut","Cecil Fielder finished with 3 All-Star selections, 1,313 hits, 319 home runs.",73.3,1,"history.html",78.1,"cross_product_editorial_queue_v1",9,FALSE,121
"offensive_race_671056","offensive_race","Iv<U+00E1>n Herrera","St. Louis Cardinals","Iv<U+00E1>n Herrera is building one of baseball's strongest offensive cases","OPS 0.811; race score 78.6.",78.6,0.756,"races.html",78.1,"cross_product_editorial_queue_v1",54,FALSE,122
"run_prevention_676962","run_prevention","Ben Brown","Chicago Cubs","Ben Brown is suppressing offense at an elite rate","OPS allowed 0.487; race score 79.7.",79.7,0.708,"races.html",78.1,"cross_product_editorial_queue_v1",27,FALSE,123
"history_final_game_anniversary_tylerle01_2026-07-20","history","Lefty Tyler","MLB history","Lefty Tyler: 105 years since final MLB appearance","Lefty Tyler finished with 127 wins, 1,003 strikeouts.",73.2,1,"history.html",78,"cross_product_editorial_queue_v1",10,FALSE,124
"history_debut_anniversary_flagsir01_2026-07-20","history","Ira Flagstead","MLB history","Ira Flagstead: 109 years since MLB debut","Ira Flagstead finished with 1,202 hits, 40 home runs.",73,1,"history.html",77.9,"cross_product_editorial_queue_v1",11,FALSE,125
"milestone_543807","milestone","George Springer","Toronto Blue Jays","George Springer is 1 home runs from 300","Career estimate   299.",78.5,0.75,"history.html",77.9,"cross_product_editorial_queue_v1",8,FALSE,126
"pitch_identity_668933_SL","pitch_identity","Graham Ashcraft","Cincinnati Reds","Graham Ashcraft's Slider: 90.6 mph, 42.6% whiffs","Pitch quality score 83.3.",83.3,0.523,"pitch-lab.html",77.7,"cross_product_editorial_queue_v1",23,FALSE,127
"run_prevention_628452","run_prevention","Raisel Iglesias","Atlanta Braves","Raisel Iglesias is suppressing offense at an elite rate","OPS allowed 0.556; race score 84.3.",84.3,0.471,"races.html",77.6,"cross_product_editorial_queue_v1",28,FALSE,128
"milestone_543135","milestone","Nathan Eovaldi","Texas Rangers","Nathan Eovaldi reached 1,500 career strikeouts","Career estimate 1,564.",78,0.75,"history.html",77.5,"cross_product_editorial_queue_v1",9,FALSE,129
"offensive_race_677951","offensive_race","Bobby Witt Jr.","Kansas City Royals","Bobby Witt Jr. is building one of baseball's strongest offensive cases","OPS 0.811; race score 77.8.",77.8,0.762,"races.html",77.5,"cross_product_editorial_queue_v1",55,FALSE,130
"run_prevention_690986","run_prevention","Kyle Harrison","Milwaukee Brewers","Kyle Harrison is suppressing offense at an elite rate","OPS allowed 0.625; race score 78.4.",78.4,0.728,"races.html",77.4,"cross_product_editorial_queue_v1",29,FALSE,131
"milestone_664023","milestone","Ian Happ","Chicago Cubs","Ian Happ reached 1,000 career hits","Career estimate 1,007.",77.8,0.75,"history.html",77.3,"cross_product_editorial_queue_v1",10,FALSE,132
"offensive_race_689414","offensive_race","Liam Hicks","Miami Marlins","Liam Hicks is building one of baseball's strongest offensive cases","OPS 0.840; race score 78.3.",78.3,0.729,"races.html",77.3,"cross_product_editorial_queue_v1",56,FALSE,133
"run_prevention_656641","run_prevention","Jacob Latz","Texas Rangers","Jacob Latz is suppressing offense at an elite rate","OPS allowed 0.395; race score 82.5.",82.5,0.537,"races.html",77.3,"cross_product_editorial_queue_v1",30,FALSE,134
"offensive_race_673962","offensive_race","Josh Jung","Texas Rangers","Josh Jung is building one of baseball's strongest offensive cases","OPS 0.828; race score 78.0.",78,0.734,"races.html",77.2,"cross_product_editorial_queue_v1",57,FALSE,135
"pitch_identity_672282_SL","pitch_identity","Reid Detmers","Los Angeles Angels","Reid Detmers's Slider: 86.3 mph, 33.0% whiffs","Pitch quality score 79.3.",79.3,0.676,"pitch-lab.html",77.2,"cross_product_editorial_queue_v1",24,FALSE,136
"milestone_605137","milestone","Josh Bell","Minnesota Twins","Josh Bell reached 200 career home runs","Career estimate   200.",77.6,0.75,"history.html",77.1,"cross_product_editorial_queue_v1",11,FALSE,137
"offensive_race_681198","offensive_race","TJ Rumfield","Colorado Rockies","TJ Rumfield is building one of baseball's strongest offensive cases","OPS 0.823; race score 77.9.",77.9,0.735,"races.html",77.1,"cross_product_editorial_queue_v1",58,FALSE,138
"pitch_identity_667755_FS","pitch_identity","Jos<U+00E9> Soriano","Los Angeles Angels","Jos<U+00E9> Soriano's Splitter: 92.3 mph, 40.9% whiffs","Pitch quality score 81.2.",81.2,0.582,"pitch-lab.html",77.1,"cross_product_editorial_queue_v1",25,FALSE,139
"pitch_identity_677958_SL","pitch_identity","Kumar Rocker","Texas Rangers","Kumar Rocker's Slider: 83.5 mph, 33.3% whiffs","Pitch quality score 79.2.",79.2,0.678,"pitch-lab.html",77.1,"cross_product_editorial_queue_v1",26,FALSE,140
"pitch_identity_605488_CH","pitch_identity","Jeffrey Springs","Athletics","Jeffrey Springs's Changeup: 79.5 mph, 37.5% whiffs","Pitch quality score 80.9.",80.9,0.591,"pitch-lab.html",77,"cross_product_editorial_queue_v1",27,FALSE,141
"run_prevention_608331","run_prevention","Max Fried","New York Yankees","Max Fried is suppressing offense at an elite rate","OPS allowed 0.522; race score 78.4.",78.4,0.706,"races.html",77,"cross_product_editorial_queue_v1",31,FALSE,142
"offensive_race_687859","offensive_race","Troy Johnston","Colorado Rockies","Troy Johnston is building one of baseball's strongest offensive cases","OPS 0.822; race score 78.0.",78,0.718,"races.html",76.9,"cross_product_editorial_queue_v1",59,FALSE,143
"run_prevention_663158","run_prevention","Robert Suarez","Atlanta Braves","Robert Suarez is suppressing offense at an elite rate","OPS allowed 0.425; race score 81.9.",81.9,0.533,"races.html",76.8,"cross_product_editorial_queue_v1",32,FALSE,144
"run_prevention_691799","run_prevention","Grant Taylor","Chicago White Sox","Grant Taylor is suppressing offense at an elite rate","OPS allowed 0.571; race score 80.5.",80.5,0.597,"races.html",76.8,"cross_product_editorial_queue_v1",33,FALSE,145
"pitch_identity_605400_KC","pitch_identity","Aaron Nola","Philadelphia Phillies","Aaron Nola's Knuckle Curve: 78.3 mph, 35.4% whiffs","Pitch quality score 78.6.",78.6,0.68,"pitch-lab.html",76.7,"cross_product_editorial_queue_v1",28,FALSE,146
"run_prevention_669084","run_prevention","DL Hall","Milwaukee Brewers","DL Hall is suppressing offense at an elite rate","OPS allowed 0.510; race score 81.3.",81.3,0.558,"races.html",76.7,"cross_product_editorial_queue_v1",34,FALSE,147
"run_prevention_518585","run_prevention","Fernando Cruz","New York Yankees","Fernando Cruz is suppressing offense at an elite rate","OPS allowed 0.586; race score 81.1.",81.1,0.567,"races.html",76.7,"cross_product_editorial_queue_v1",35,FALSE,148
"run_prevention_669199","run_prevention","Lake Bachar","Miami Marlins","Lake Bachar is suppressing offense at an elite rate","OPS allowed 0.554; race score 80.2.",80.2,0.605,"races.html",76.7,"cross_product_editorial_queue_v1",36,FALSE,149
"history_debut_anniversary_dunnad01_2026-07-20","history","Adam Dunn","MLB history","Adam Dunn: 25 years since MLB debut","Adam Dunn finished with 2 All-Star selections, 1,631 hits, 462 home runs.",71.5,1,"history.html",76.6,"cross_product_editorial_queue_v1",12,FALSE,150
"history_final_game_anniversary_carseki01_2026-07-20","history","Kid Carsey","MLB history","Kid Carsey: 125 years since final MLB appearance","Kid Carsey finished with 116 wins, 486 strikeouts.",71.5,1,"history.html",76.6,"cross_product_editorial_queue_v1",13,FALSE,151
"offensive_race_687221","offensive_race","Dalton Rushing","Los Angeles Dodgers","Dalton Rushing is building one of baseball's strongest offensive cases","OPS 0.881; race score 80.8.",80.8,0.576,"races.html",76.6,"cross_product_editorial_queue_v1",60,FALSE,152
"pitch_identity_660271_ST","pitch_identity","Shohei Ohtani","Los Angeles Dodgers","Shohei Ohtani's Sweeper: 84.7 mph, 37.1% whiffs","Pitch quality score 79.9.",79.9,0.618,"pitch-lab.html",76.6,"cross_product_editorial_queue_v1",29,FALSE,153
"pitch_identity_656550_SL","pitch_identity","Grant Holmes","Atlanta Braves","Grant Holmes's Slider: 85.5 mph, 41.1% whiffs","Pitch quality score 78.9.",78.9,0.662,"pitch-lab.html",76.6,"cross_product_editorial_queue_v1",30,FALSE,154
"history_final_game_anniversary_groombo01_2026-07-20","history","Bob Groom","MLB history","Bob Groom: 108 years since final MLB appearance","Bob Groom finished with 119 wins, 1,159 strikeouts.",71.3,1,"history.html",76.5,"cross_product_editorial_queue_v1",14,FALSE,155
"milestone_663728","milestone","Cal Raleigh","Seattle Mariners","Cal Raleigh reached 500 career hits","Career estimate   515.",76.8,0.75,"history.html",76.5,"cross_product_editorial_queue_v1",12,FALSE,156
"pitch_identity_552640_SL","pitch_identity","Andrew Kittredge","Baltimore Orioles","Andrew Kittredge's Slider: 89.4 mph, 31.4% whiffs","Pitch quality score 84.7.",84.7,0.385,"pitch-lab.html",76.4,"cross_product_editorial_queue_v1",31,FALSE,157
"run_prevention_623149","run_prevention","Paul Sewald","Arizona Diamondbacks","Paul Sewald is suppressing offense at an elite rate","OPS allowed 0.515; race score 82.3.",82.3,0.497,"races.html",76.4,"cross_product_editorial_queue_v1",37,FALSE,158
"milestone_682998","milestone","Corbin Carroll","Arizona Diamondbacks","Corbin Carroll reached 500 career hits","Career estimate   540.",76.6,0.75,"history.html",76.3,"cross_product_editorial_queue_v1",13,FALSE,159
"run_prevention_554430","run_prevention","Zack Wheeler","Philadelphia Phillies","Zack Wheeler is suppressing offense at an elite rate","OPS allowed 0.573; race score 78.1.",78.1,0.681,"races.html",76.3,"cross_product_editorial_queue_v1",38,FALSE,160
"offensive_race_687462","offensive_race","Spencer Horwitz","Pittsburgh Pirates","Spencer Horwitz is building one of baseball's strongest offensive cases","OPS 0.830; race score 76.9.",76.9,0.722,"races.html",76.1,"cross_product_editorial_queue_v1",61,FALSE,161
"run_prevention_650911","run_prevention","Cristopher S<U+00E1>nchez","Philadelphia Phillies","Cristopher S<U+00E1>nchez is suppressing offense at an elite rate","OPS allowed 0.611; race score 75.3.",75.3,0.8,"races.html",76.1,"cross_product_editorial_queue_v1",39,FALSE,162
"milestone_575929","milestone","Willson Contreras","Boston Red Sox","Willson Contreras reached 1,000 career hits","Career estimate 1,023.",76.2,0.75,"history.html",76,"cross_product_editorial_queue_v1",14,FALSE,163
"offensive_race_670042","offensive_race","Luke Raley","Seattle Mariners","Luke Raley is building one of baseball's strongest offensive cases","OPS 0.802; race score 77.7.",77.7,0.676,"races.html",75.9,"cross_product_editorial_queue_v1",62,FALSE,164
"offensive_race_660670","offensive_race","Ronald Acu<U+00F1>a Jr.","Atlanta Braves","Ronald Acu<U+00F1>a Jr. is building one of baseball's strongest offensive cases","OPS 0.788; race score 77.2.",77.2,0.701,"races.html",75.9,"cross_product_editorial_queue_v1",63,FALSE,165
"pitch_identity_668909_ST","pitch_identity","Gavin Williams","Cleveland Guardians","Gavin Williams's Sweeper: 87.1 mph, 41.5% whiffs","Pitch quality score 78.7.",78.7,0.629,"pitch-lab.html",75.9,"cross_product_editorial_queue_v1",32,FALSE,166
"milestone_650490","milestone","Yandy D<U+00ED>az","Tampa Bay Rays","Yandy D<U+00ED>az reached 1,000 career hits","Career estimate 1,037.",76,0.75,"history.html",75.8,"cross_product_editorial_queue_v1",15,FALSE,167
"offensive_race_691016","offensive_race","Tyler Soderstrom","Athletics","Tyler Soderstrom is building one of baseball's strongest offensive cases","OPS 0.809; race score 76.2.",76.2,0.74,"races.html",75.8,"cross_product_editorial_queue_v1",64,FALSE,168
"pitch_identity_690986_FF","pitch_identity","Kyle Harrison","Milwaukee Brewers","Kyle Harrison's Four-Seam Fastball: 94.9 mph, 28.5% whiffs","Pitch quality score 75.4.",75.4,0.77,"pitch-lab.html",75.7,"cross_product_editorial_queue_v1",33,FALSE,169
"run_prevention_663558","run_prevention","Jovani Mor<U+00E1>n","Boston Red Sox","Jovani Mor<U+00E1>n is suppressing offense at an elite rate","OPS allowed 0.599; race score 79.8.",79.8,0.571,"races.html",75.7,"cross_product_editorial_queue_v1",40,FALSE,170
"milestone_605141","milestone","Mookie Betts","Los Angeles Dodgers","Mookie Betts is 2 home runs from 300","Career estimate   298.",75.7,0.75,"history.html",75.6,"cross_product_editorial_queue_v1",16,FALSE,171
"run_prevention_693686","run_prevention","Spencer Miles","Toronto Blue Jays","Spencer Miles is suppressing offense at an elite rate","OPS allowed 0.544; race score 78.0.",78,0.647,"races.html",75.6,"cross_product_editorial_queue_v1",41,FALSE,172
"offensive_race_666126","offensive_race","Carlos Cortes","Athletics","Carlos Cortes is building one of baseball's strongest offensive cases","OPS 0.863; race score 77.7.",77.7,0.656,"races.html",75.5,"cross_product_editorial_queue_v1",65,FALSE,173
"offensive_race_518692","offensive_race","Freddie Freeman","Los Angeles Dodgers","Freddie Freeman is building one of baseball's strongest offensive cases","OPS 0.836; race score 75.6.",75.6,0.752,"races.html",75.5,"cross_product_editorial_queue_v1",66,FALSE,174
"run_prevention_623211","run_prevention","Huascar Brazob<U+00E1>n","New York Mets","Huascar Brazob<U+00E1>n is suppressing offense at an elite rate","OPS allowed 0.509; race score 79.3.",79.3,0.582,"races.html",75.5,"cross_product_editorial_queue_v1",42,FALSE,175
"history_debut_anniversary_altuvjo01_2026-07-20","history","Jose Altuve","MLB history","Jose Altuve: 15 years since MLB debut","Jose Altuve finished with 9 All-Star selections, 2,388 hits, 255 home runs.",70,1,"history.html",75.4,"cross_product_editorial_queue_v1",15,FALSE,176
"run_prevention_670059","run_prevention","Colin Holderman","Cleveland Guardians","Colin Holderman is suppressing offense at an elite rate","OPS allowed 0.422; race score 81.0.",81,0.497,"races.html",75.4,"cross_product_editorial_queue_v1",43,FALSE,177
"run_prevention_801139","run_prevention","Payton Tolle","Boston Red Sox","Payton Tolle is suppressing offense at an elite rate","OPS allowed 0.599; race score 76.9.",76.9,0.683,"races.html",75.4,"cross_product_editorial_queue_v1",44,FALSE,178
"run_prevention_657746","run_prevention","Joe Ryan","Minnesota Twins","Joe Ryan is suppressing offense at an elite rate","OPS allowed 0.601; race score 75.0.",75,0.77,"races.html",75.4,"cross_product_editorial_queue_v1",45,FALSE,179
"offensive_race_596142","offensive_race","Gary S<U+00E1>nchez","Milwaukee Brewers","Gary S<U+00E1>nchez is building one of baseball's strongest offensive cases","OPS 0.843; race score 79.2.",79.2,0.574,"races.html",75.3,"cross_product_editorial_queue_v1",67,FALSE,180
"pitch_identity_681293_CU","pitch_identity","Spencer Arrighetti","Houston Astros","Spencer Arrighetti's Curveball: 76.8 mph, 36.4% whiffs","Pitch quality score 77.8.",77.8,0.641,"pitch-lab.html",75.3,"cross_product_editorial_queue_v1",34,FALSE,181
