"runner_id","runner_name","opportunity_type","opportunities","attempts","successes","observed_rate","observed_success_rate","league_rate","league_success_rate","shrunk_rate","shrunk_success_rate","reliability","profile_status"
"690993","Colt Keith","ground_ball_double_play",27,27,5,0.185185185185185,0.185185185185185,0.205969432663839,0.205969432663839,0.196918228116683,0.193498884176647,0.435483870967742,"player signal"
"690993","Colt Keith","sac_fly_scores",8,8,4,0.5,0.5,0.598560575769692,0.598560575769692,0.580223724463703,0.568234244763633,0.186046511627907,"league-shrunk"
"690993","Colt Keith","second_to_third_on_out",11,11,5,0.454545454545455,0.454545454545455,0.47702727439136,0.47702727439136,0.471651187036904,0.468499687553258,0.239130434782609,"league-shrunk"
"690993","Colt Keith","single_first_to_third",27,27,12,0.444444444444444,0.444444444444444,0.348118279569892,0.348118279569892,0.390066770724939,0.405913978494624,0.435483870967742,"player signal"
"690993","Colt Keith","single_second_scores",9,9,5,0.555555555555556,0.555555555555556,0.615318168730204,0.615318168730204,0.603093997853572,0.595397297671988,0.204545454545455,"league-shrunk"
"690993","Colt Keith","steal_second",95,5,5,0.0526315789473684,1,0.0658241825654868,0.880242311276794,0.0561834337676311,0.906276591434013,0.730769230769231,"player signal"
"690993","Colt Keith","steal_third",41,0,0,0,,0.0134683705392651,0.854330708661417,0.00620253906413523,0.854330708661417,0.539473684210526,"player signal"
"691011","Drew Romo","first_to_second_on_out",9,9,2,0.222222222222222,0.222222222222222,0.249195916655013,0.249195916655013,0.243678570066488,0.240204685177416,0.204545454545455,"league-shrunk"
"691011","Drew Romo","ground_ball_double_play",11,11,1,0.0909090909090909,0.0909090909090909,0.205969432663839,0.205969432663839,0.178455003113791,0.162325854756866,0.239130434782609,"league-shrunk"
"691011","Drew Romo","sac_fly_scores",3,3,2,0.666666666666667,0.666666666666667,0.598560575769692,0.598560575769692,0.603937372419453,0.608290017326403,0.0789473684210526,"league-shrunk"
"691011","Drew Romo","second_to_third_on_out",8,8,3,0.375,0.375,0.47702727439136,0.47702727439136,0.458045455899944,0.445634266886326,0.186046511627907,"league-shrunk"
"691011","Drew Romo","single_first_to_third",7,7,2,0.285714285714286,0.285714285714286,0.348118279569892,0.348118279569892,0.337717613927291,0.330645161290323,0.166666666666667,"league-shrunk"
"691011","Drew Romo","single_second_scores",1,1,1,1,1,0.615318168730204,0.615318168730204,0.626003775154365,0.635564580902299,0.0277777777777778,"league-shrunk"
"691011","Drew Romo","steal_second",27,1,1,0.037037037037037,1,0.0658241825654868,0.880242311276794,0.0532878449966458,0.886545347525384,0.435483870967742,"player signal"
"691011","Drew Romo","steal_third",21,0,0,0,,0.0134683705392651,0.854330708661417,0.00841773158704067,0.854330708661417,0.375,"league-shrunk"
"691016","Tyler Soderstrom","double_first_scores",6,6,3,0.5,0.5,0.411671924290221,0.411671924290221,0.424597984150189,0.433753943217666,0.146341463414634,"league-shrunk"
"691016","Tyler Soderstrom","first_to_second_on_out",17,17,3,0.176470588235294,0.176470588235294,0.249195916655013,0.249195916655013,0.225420328517797,0.213872185708293,0.326923076923077,"league-shrunk"
"691016","Tyler Soderstrom","ground_ball_double_play",41,41,12,0.292682926829268,0.292682926829268,0.205969432663839,0.205969432663839,0.252749080832031,0.266227962507612,0.539473684210526,"player signal"
"691016","Tyler Soderstrom","sac_fly_scores",7,7,6,0.857142857142857,0.857142857142857,0.598560575769692,0.598560575769692,0.64165762266522,0.670963614554178,0.166666666666667,"league-shrunk"
"691016","Tyler Soderstrom","second_to_third_on_out",13,13,3,0.230769230769231,0.230769230769231,0.47702727439136,0.47702727439136,0.410332387577033,0.373757772227241,0.270833333333333,"league-shrunk"
"691016","Tyler Soderstrom","single_first_to_third",17,17,3,0.176470588235294,0.176470588235294,0.348118279569892,0.348118279569892,0.292002688172043,0.264746543778802,0.326923076923077,"league-shrunk"
"691016","Tyler Soderstrom","single_second_scores",16,16,10,0.625,0.625,0.615318168730204,0.615318168730204,0.618355605991317,0.619874324621873,0.313725490196078,"league-shrunk"
"691016","Tyler Soderstrom","steal_second",97,1,1,0.0103092783505155,1,0.0658241825654868,0.880242311276794,0.0250291393166063,0.886545347525384,0.734848484848485,"player signal"
"691016","Tyler Soderstrom","steal_third",66,0,0,0,,0.0134683705392651,0.854330708661417,0.0046672571175671,0.854330708661417,0.653465346534653,"player signal"
"691019","Kyle Teel","double_first_scores",3,3,1,0.333333333333333,0.333333333333333,0.411671924290221,0.411671924290221,0.405487298688361,0.400480697010665,0.0789473684210526,"league-shrunk"
"691019","Kyle Teel","first_to_second_on_out",2,2,1,0.5,0.5,0.249195916655013,0.249195916655013,0.262752894133121,0.274276324989512,0.0540540540540541,"league-shrunk"
"691019","Kyle Teel","ground_ball_double_play",3,3,0,0,0,0.205969432663839,0.205969432663839,0.189708687979852,0.176545227997577,0.0789473684210526,"league-shrunk"
"691019","Kyle Teel","sac_fly_scores",1,1,1,1,1,0.598560575769692,0.598560575769692,0.609711670887201,0.619688966518656,0.0277777777777778,"league-shrunk"
"691019","Kyle Teel","second_to_third_on_out",5,5,4,0.8,0.8,0.47702727439136,0.47702727439136,0.51739886509244,0.547238736480195,0.125,"league-shrunk"
"691019","Kyle Teel","single_first_to_third",3,3,1,0.333333333333333,0.333333333333333,0.348118279569892,0.348118279569892,0.346951046972269,0.346006144393241,0.0789473684210526,"league-shrunk"
"691019","Kyle Teel","single_second_scores",1,1,1,1,1,0.615318168730204,0.615318168730204,0.626003775154365,0.635564580902299,0.0277777777777778,"league-shrunk"
"691019","Kyle Teel","steal_second",14,0,0,0,,0.0658241825654868,0.880242311276794,0.047017273261062,0.880242311276794,0.285714285714286,"league-shrunk"
"691019","Kyle Teel","steal_third",4,0,0,0,,0.0134683705392651,0.854330708661417,0.0120869992019046,0.854330708661417,0.102564102564103,"league-shrunk"
"691023","Jordan Walker","double_first_scores",9,9,4,0.444444444444444,0.444444444444444,0.411671924290221,0.411671924290221,0.418375394321767,0.422596097674962,0.204545454545455,"league-shrunk"
"691023","Jordan Walker","first_to_second_on_out",28,28,8,0.285714285714286,0.285714285714286,0.249195916655013,0.249195916655013,0.265426302903579,0.271424489125875,0.444444444444444,"player signal"
"691023","Jordan Walker","ground_ball_double_play",44,44,5,0.113636363636364,0.113636363636364,0.205969432663839,0.205969432663839,0.154543419534612,0.140442738515308,0.556962025316456,"player signal"
"691023","Jordan Walker","sac_fly_scores",9,9,4,0.444444444444444,0.444444444444444,0.598560575769692,0.598560575769692,0.567036821634982,0.54718853199461,0.204545454545455,"league-shrunk"
"691023","Jordan Walker","second_to_third_on_out",23,23,10,0.434782608695652,0.434782608695652,0.47702727439136,0.47702727439136,0.460275079374097,0.453329047293768,0.396551724137931,"league-shrunk"
"691023","Jordan Walker","single_first_to_third",27,27,8,0.296296296296296,0.296296296296296,0.348118279569892,0.348118279569892,0.325550641692681,0.317025089605735,0.435483870967742,"player signal"
"691023","Jordan Walker","single_second_scores",19,19,14,0.736842105263158,0.736842105263158,0.615318168730204,0.615318168730204,0.658076590843651,0.677722352355235,0.351851851851852,"league-shrunk"
"691023","Jordan Walker","steal_second",125,17,15,0.136,0.882352941176471,0.0658241825654868,0.880242311276794,0.1206490399362,0.881267474370923,0.78125,"player signal"
"691023","Jordan Walker","steal_third",77,1,0,0.012987012987013,0,0.0134683705392651,0.854330708661417,0.0131374372220918,0.809365934521343,0.6875,"player signal"
"691026","Masyn Winn","double_first_scores",6,6,4,0.666666666666667,0.666666666666667,0.411671924290221,0.411671924290221,0.448988228052628,0.475420609884332,0.146341463414634,"league-shrunk"
"691026","Masyn Winn","first_to_second_on_out",34,34,11,0.323529411764706,0.323529411764706,0.249195916655013,0.249195916655013,0.285824015694572,0.297798586534428,0.492753623188406,"player signal"
"691026","Masyn Winn","ground_ball_double_play",60,60,12,0.2,0.2,0.205969432663839,0.205969432663839,0.202199264665625,0.201377561383963,0.631578947368421,"player signal"
